576 6 163 ; 38 99 45 ; 257 574 119 ; 730 356 79 ; 900 920 162 ; 
740 699 382 ; 519 460 225 ; 960 606 161 ; 523 354 115 ; 257 624 225 ; 
684 405 87 ; 873 516 419 ; 148 169 296 ; 914 93 177 ; 642 62 322 ; 
317 132 171 ; 778 626 115 ; 360 875 346 ; 715 419 230 ; 315 92 142 ; 
720 691 135 ; 213 147 127 ; 382 131 416 ; 475 373 261 ; 537 339 451 ; 
670 746 261 ; 272 870 363 ; 123 488 269 ; 542 43 217 ; 635 121 296 ; 
302 456 284 ; 449 452 352 ; 581 296 353 ; 954 289 16 ; 269 172 227 ; 
1015 698 437 ; 861 517 231 ; 326 90 335 ; 369 23 114 ; 490 672 185 ; 
946 612 272 ; 374 248 314 ; 671 98 232 ; 960 330 173 ; 109 13 463 ; 
807 234 128 ; 300 101 487 ; 390 240 213 ; 413 503 447 ; 61 284 476 ; 
673 700 442 ; 922 394 480 ; 1020 538 71 ; 326 239 482 ; 339 894 326 ; 
574 794 203 ; 675 686 374 ; 916 415 258 ; 395 470 272 ; 679 894 486 ; 
355 784 195 ; 749 596 37 ; 264 783 215 ; 503 617 231 ; 374 388 305 ; 
144 267 164 ; 830 954 394 ; 221 916 430 ; 691 245 106 ; 561 1011 241 ; 
321 814 168 ; 918 267 159 ; 677 642 232 ; 271 1013 120 ; 659 686 144 ; 
926 699 118 ; 856 261 22 ; 749 499 345 ; 994 629 150 ; 981 130 34 ; 
771 310 379 ; 15 845 425 ; 657 82 3 ; 647 606 36 ; 309 610 359 ; 
1008 988 298 ; 246 487 57 ; 745 816 361 ; 351 342 322 ; 481 560 8 ; 
792 316 257 ; 613 393 117 ; 695 364 124 ; 278 1012 493 ; 888 908 160 ; 
853 438 430 ; 316 895 318 ; 108 161 368 ; 450 175 362 ; 1011 160 257 ; 
303 101 146 ; 696 814 494 ; 36 518 16 ; 24 880 91 ; 932 864 193 ; 
347 134 466 ; 218 413 379 ; 379 937 103 ; 555 159 39 ; 715 756 281 ; 
816 811 420 ; 607 633 335 ; 101 45 451 ; 981 153 123 ; 822 538 388 ; 
956 788 104 ; 345 867 423 ; 259 238 402 ; 418 741 253 ; 151 671 4 ; 
962 587 107 ; 571 807 228 ; 617 698 131 ; 770 626 440 ; 284 578 2 ; 
49 438 180 ; 916 646 404 ; 131 48 346 ; 872 853 21 ; 519 166 495 ; 
83 193 174 ; 890 13 408 ; 564 440 340 ; 166 969 189 ; 744 431 47 ; 
159 715 107 ; 805 931 188 ; 853 469 169 ; 682 266 4 ; 848 482 84 ; 
18 848 192 ; 31 129 247 ; 472 1005 289 ; 417 450 269 ; 848 665 164 ; 
539 140 360 ; 446 689 315 ; 916 106 100 ; 158 678 117 ; 640 74 176 ; 
465 1014 76 ; 594 1013 130 ; 575 878 66 ; 1 284 366 ; 666 880 471 ; 
806 172 235 ; 471 648 338 ; 577 904 36 ; 231 990 28 ; 306 734 187 ; 
296 302 155 ; 286 913 460 ; 140 531 10 ; 424 621 349 ; 280 104 314 ; 
453 435 304 ; 77 281 279 ; 981 573 74 ; 947 758 212 ; 657 77 195 ; 
960 36 313 ; 849 461 406 ; 356 455 72 ; 977 1 100 ; 57 571 113 ; 
492 784 273 ; 773 779 294 ; 322 221 343 ; 56 241 21 ; 133 493 296 ; 
170 26 494 ; 631 880 394 ; 62 996 275 ; 63 229 55 ; 635 910 452 ; 
395 847 437 ; 150 214 97 ; 371 681 270 ; 613 82 492 ; 82 431 145 ; 
108 413 266 ; 989 331 12 ; 961 74 491 ; 166 173 66 ; 52 225 437 ; 
900 334 420 ; 90 935 171 ; 771 261 469 ; 854 933 389 ; 261 638 290 ; 
674 477 424 ; 1005 485 252 ; 55 101 33 ; 228 803 191 ; 453 544 29 ; 
787 921 310 ; 698 668 306 ; 959 566 164 ; 868 835 79 ; 483 693 73 ; 
960 633 146 ; 421 681 440 ; 522 695 201 ; 301 646 204 ; 846 763 208 ; 
743 933 461 ; 387 979 104 ; 953 91 234 ; 764 999 473 ; 433 712 462 ; 
42 687 49 ; 724 311 1 ; 395 941 330 ; 17 601 233 ; 780 490 274 ; 
690 831 392 ; 645 936 211 ; 737 714 255 ; 712 428 140 ; 400 1010 257 ; 
63 27 98 ; 375 4 237 ; 292 402 277 ; 893 299 252 ; 359 498 353 ; 
167 518 313 ; 79 258 91 ; 793 385 345 ; 197 441 90 ; 183 238 54 ; 
210 469 14 ; 214 742 118 ; 617 715 305 ; 916 59 277 ; 390 444 238 ; 
909 585 102 ; 143 393 181 ; 528 846 228 ; 969 1012 329 ; 184 866 163 ; 
653 96 338 ; 371 414 257 ; 62 83 67 ; 121 44 452 ; 565 899 349 ; 
126 65 31 ; 519 422 392 ; 341 858 495 ; 329 39 299 ; 171 442 93 ; 
268 5 485 ; 682 802 74 ; 766 789 153 ; 810 370 295 ; 685 867 308 ; 
750 730 45 ; 148 479 319 ; 1006 370 75 ; 22 790 8 ; 464 131 358 ; 
469 680 381 ; 247 858 93 ; 13 383 112 ; 383 994 242 ; 226 702 464 ; 
956 975 166 ; 411 350 152 ; 782 245 253 ; 548 482 399 ; 679 24 69 ; 
335 761 278 ; 169 743 67 ; 552 383 195 ; 522 789 228 ; 200 981 471 ; 
151 835 125 ; 501 416 369 ; 747 145 301 ; 205 880 63 ; 229 614 307 ; 
990 812 478 ; 709 455 357 ; 68 346 74 ; 857 250 430 ; 815 537 72 ; 
626 26 308 ; 18 472 35 ; 163 305 72 ; 20 920 495 ; 634 35 312 ; 
422 853 85 ; 877 982 344 ; 200 256 385 ; 450 82 118 ; 988 430 487 ; 
1014 978 458 ; 462 653 49 ; 767 829 263 ; 663 729 3 ; 698 833 19 ; 
527 143 233 ; 485 443 423 ; 741 428 8 ; 823 482 184 ; 229 370 327 ; 
183 48 111 ; 836 353 161 ; 642 677 348 ; 347 140 323 ; 156 647 3 ; 
299 764 341 ; 742 279 21 ; 147 671 250 ; 629 240 400 ; 999 259 455 ; 
24 242 137 ; 377 215 252 ; 30 651 41 ; 170 831 371 ; 817 650 442 ; 
557 143 214 ; 836 164 478 ; 484 671 224 ; 724 895 43 ; 983 918 201 ; 
201 147 388 ; 416 584 64 ; 44 833 130 ; 875 700 348 ; 501 914 75 ; 
644 260 328 ; 809 930 46 ; 456 295 150 ; 327 830 150 ; 221 971 434 ; 
369 64 329 ; 953 204 446 ; 762 722 151 ; 438 247 291 ; 328 966 42 ; 
588 454 55 ; 495 500 375 ; 790 359 24 ; 596 701 252 ; 544 744 163 ; 
608 745 361 ; 812 948 334 ; 511 543 335 ; 758 182 53 ; 700 696 415 ; 
130 687 11 ; 631 298 259 ; 990 719 286 ; 667 571 372 ; 387 751 357 ; 
109 128 497 ; 33 898 181 ; 576 573 121 ; 758 1010 448 ; 430 861 214 ; 
93 16 494 ; 391 783 265 ; 86 1022 424 ; 658 2 474 ; 385 603 213 ; 
513 724 281 ; 387 429 302 ; 960 947 279 ; 946 951 11 ; 783 690 493 ; 
799 104 415 ; 558 673 184 ; 556 849 27 ; 559 991 470 ; 138 777 116 ; 
863 950 129 ; 268 208 222 ; 191 523 81 ; 119 390 41 ; 809 1015 155 ; 
913 22 190 ; 563 146 361 ; 388 661 75 ; 356 239 324 ; 109 475 127 ; 
35 72 45 ; 243 182 76 ; 766 679 253 ; 132 88 492 ; 123 443 299 ; 
145 557 388 ; 291 446 254 ; 952 894 161 ; 168 874 33 ; 643 389 49 ; 
716 42 70 ; 898 559 229 ; 554 320 328 ; 642 272 498 ; 62 344 250 ; 
619 200 429 ; 42 970 98 ; 936 255 293 ; 786 953 42 ; 151 982 18 ; 
193 97 485 ; 752 270 277 ; 48 687 264 ; 321 845 82 ; 665 112 68 ; 
865 525 230 ; 812 60 462 ; 43 909 272 ; 996 663 440 ; 955 585 290 ; 
28 127 153 ; 298 384 222 ; 985 516 131 ; 807 178 427 ; 919 483 160 ; 
420 849 277 ; 480 811 371 ; 366 815 491 ; 5 731 354 ; 591 409 291 ; 
718 238 54 ; 78 261 66 ; 595 12 204 ; 773 835 354 ; 232 956 161 ; 
58 717 228 ; 869 320 484 ; 661 735 381 ; 368 170 7 ; 778 601 108 ; 
1016 963 203 ; 253 329 481 ; 265 1017 220 ; 77 643 183 ; 9 52 304 ; 
726 380 153 ; 23 105 311 ; 758 310 240 ; 928 881 361 ; 505 433 170 ; 
444 577 104 ; 773 414 20 ; 767 330 290 ; 386 841 247 ; 439 78 320 ; 
819 571 21 ; 924 98 480 ; 210 494 215 ; 67 528 421 ; 501 930 454 ; 
54 62 103 ; 468 210 276 ; 799 612 185 ; 616 256 240 ; 694 1000 443 ; 
241 730 10 ; 339 162 317 ; 834 641 54 ; 338 854 248 ; 244 972 260 ; 
306 572 197 ; 516 616 263 ; 105 409 495 ; 361 970 410 ; 337 893 43 ; 
43 231 49 ; 205 388 435 ; 846 446 10 ; 677 715 16 ; 625 27 166 ; 
173 864 482 ; 789 731 68 ; 175 42 297 ; 121 153 106 ; 1014 880 95 ; 
221 253 436 ; 609 892 4 ; 32 847 425 ; 747 611 268 ; 774 714 305 ; 
614 36 194 ; 321 689 40 ; 363 834 117 ; 516 60 316 ; 372 671 25 ; 
626 595 391 ; 494 563 72 ; 317 737 90 ; 929 733 350 ; 619 382 101 ; 
655 656 455 ; 320 80 257 ; 130 294 122 ; 190 682 397 ; 861 168 494 ; 
433 667 306 ; 996 364 236 ; 709 670 71 ; 418 1008 468 ; 800 45 149 ; 
433 880 428 ; 513 281 492 ; 807 3 408 ; 466 88 475 ; 634 690 1 ; 
277 641 83 ; 641 193 360 ; 287 240 132 ; 271 605 30 ; 316 874 320 ; 
172 739 309 ; 453 235 190 ; 456 51 207 ; 545 1022 479 ; 211 136 173 ; 
852 111 315 ; 22 519 148 ; 262 899 98 ; 867 965 253 ; 718 426 465 ; 
433 687 37 ; 668 357 426 ; 719 540 387 ; 718 507 44 ; 854 940 145 ; 
965 983 332 ; 460 280 265 ; 335 218 31 ; 277 443 53 ; 703 940 301 ; 
366 730 275 ; 723 692 404 ; 239 83 384 ; 747 955 419 ; 663 324 41 ; 
623 929 251 ; 903 338 336 ; 97 793 452 ; 540 486 436 ; 457 23 169 ; 
163 278 120 ; 855 966 450 ; 938 274 349 ; 870 302 376 ; 170 23 11 ; 
75 599 427 ; 413 91 290 ; 182 44 101 ; 669 332 458 ; 692 897 114 ; 
971 117 35 ; 913 727 462 ; 164 12 321 ; 466 560 0 ; 489 832 246 ; 
64 743 352 ; 156 253 356 ; 200 666 169 ; 532 152 28 ; 405 178 485 ; 
522 662 45 ; 225 284 132 ; 237 762 354 ; 797 130 94 ; 605 368 476 ; 
324 776 337 ; 577 236 338 ; 219 110 462 ; 371 166 162 ; 550 891 226 ; 
188 260 323 ; 472 601 425 ; 210 831 334 ; 340 201 251 ; 708 37 52 ; 
461 362 102 ; 697 752 178 ; 807 274 424 ; 973 1020 291 ; 840 250 239 ; 
77 909 233 ; 678 42 457 ; 485 424 429 ; 686 19 472 ; 723 412 84 ; 
61 386 365 ; 814 684 18 ; 64 536 399 ; 61 608 31 ; 311 27 236 ; 
197 1020 205 ; 239 153 334 ; 664 782 404 ; 683 598 121 ; 71 755 135 ; 
457 596 366 ; 118 898 207 ; 654 873 349 ; 238 632 50 ; 265 341 175 ; 
261 890 450 ; 414 492 199 ; 173 772 347 ; 771 513 283 ; 502 940 406 ; 
74 42 418 ; 972 229 123 ; 822 207 349 ; 430 249 372 ; 771 352 186 ; 
637 766 32 ; 105 354 141 ; 877 181 176 ; 366 672 213 ; 282 822 280 ; 
324 20 407 ; 554 700 13 ; 761 473 266 ; 1010 901 268 ; 338 544 50 ; 
80 452 498 ; 434 621 19 ; 615 181 449 ; 263 938 190 ; 62 419 217 ; 
82 402 163 ; 782 459 248 ; 232 465 30 ; 109 269 359 ; 653 504 137 ; 
81 486 39 ; 703 81 367 ; 884 806 322 ; 799 361 249 ; 194 282 137 ; 
596 485 39 ; 31 1013 225 ; 497 47 320 ; 766 866 376 ; 246 647 413 ; 
732 766 471 ; 814 966 80 ; 596 576 235 ; 957 801 260 ; 215 266 71 ; 
701 817 449 ; 690 427 449 ; 738 819 140 ; 580 419 85 ; 204 128 404 ; 
970 491 498 ; 912 936 367 ; 464 35 381 ; 242 19 341 ; 508 802 439 ; 
302 755 94 ; 729 280 119 ; 524 861 466 ; 943 914 164 ; 47 710 276 ; 
539 753 440 ; 451 504 343 ; 486 45 407 ; 506 182 252 ; 284 253 330 ; 
16 540 426 ; 296 503 432 ; 133 133 221 ; 24 501 169 ; 734 426 448 ; 
463 554 176 ; 967 629 119 ; 1012 593 414 ; 171 1021 444 ; 424 667 470 ; 
964 821 267 ; 444 254 431 ; 577 415 115 ; 55 77 109 ; 481 681 201 ; 
11 309 91 ; 641 476 335 ; 210 70 298 ; 207 151 215 ; 874 737 426 ; 
671 584 74 ; 925 447 403 ; 317 607 383 ; 394 900 128 ; 51 193 359 ; 
361 220 0 ; 837 711 344 ; 908 122 233 ; 35 545 75 ; 772 115 326 ; 
333 109 464 ; 780 44 267 ; 363 423 169 ; 239 356 242 ; 432 343 8 ; 
653 812 63 ; 340 268 84 ; 462 365 246 ; 1007 672 258 ; 98 162 269 ; 
208 526 101 ; 252 537 318 ; 676 450 259 ; 8 680 334 ; 351 280 358 ; 
139 956 30 ; 407 968 295 ; 772 794 488 ; 420 504 406 ; 582 249 118 ; 
84 767 48 ; 622 593 272 ; 48 176 397 ; 729 123 453 ; 1009 309 421 ; 
941 927 364 ; 886 151 432 ; 656 739 319 ; 137 765 408 ; 386 775 328 ; 
129 884 351 ; 723 176 495 ; 899 745 325 ; 1022 966 362 ; 307 171 199 ; 
211 752 492 ; 362 448 10 ; 77 551 484 ; 842 403 160 ; 594 676 353 ; 
454 507 480 ; 630 422 141 ; 352 960 360 ; 294 522 44 ; 466 813 378 ; 
194 65 222 ; 642 259 457 ; 169 315 379 ; 573 4 476 ; 225 853 154 ; 
732 41 384 ; 130 383 362 ; 66 423 65 ; 588 339 389 ; 377 254 435 ; 
443 476 329 ; 702 909 287 ; 1018 680 389 ; 1022 528 455 ; 851 194 96 ; 
893 455 289 ; 252 145 237 ; 675 466 435 ; 1015 115 62 ; 245 59 126 ; 
721 468 32 ; 606 48 271 ; 262 269 1 ; 790 660 411 ; 984 600 161 ; 
415 765 457 ; 561 638 426 ; 3 642 414 ; 119 712 281 ; 178 346 72 ; 
646 358 369 ; 694 813 42 ; 964 947 400 ; 600 50 174 ; 177 176 488 ; 
942 129 497 ; 557 975 140 ; 175 25 429 ; 887 774 281 ; 209 491 84 ; 
568 452 126 ; 357 111 88 ; 280 375 407 ; 331 902 175 ; 507 170 347 ; 
636 423 20 ; 587 68 335 ; 612 273 176 ; 362 482 331 ; 853 810 10 ; 
282 292 395 ; 393 421 315 ; 768 220 393 ; 646 983 481 ; 817 298 492 ; 
216 815 439 ; 284 226 427 ; 558 194 86 ; 16 337 478 ; 827 343 237 ; 
95 558 286 ; 516 318 348 ; 736 435 113 ; 695 832 334 ; 994 537 388 ; 
785 748 61 ; 1011 572 54 ; 181 982 358 ; 518 981 200 ; 861 318 65 ; 
395 508 36 ; 713 981 239 ; 124 822 116 ; 957 408 72 ; 470 641 136 ; 
194 666 6 ; 766 908 203 ; 725 411 210 ; 682 471 259 ; 1000 548 125 ; 
484 428 226 ; 441 404 401 ; 240 896 23 ; 648 76 335 ; 265 976 468 ; 
932 822 266 ; 816 429 169 ; 203 23 455 ; 675 822 212 ; 199 91 122 ; 
628 221 70 ; 8 747 399 ; 904 962 252 ; 980 277 96 ; 933 550 469 ; 
731 268 406 ; 137 181 322 ; 160 861 123 ; 983 217 166 ; 50 256 357 ; 
272 270 409 ; 1019 769 209 ; 957 686 349 ; 210 842 297 ; 760 623 125 ; 
5 670 174 ; 186 624 246 ; 23 371 99 ; 241 322 91 ; 497 947 334 ; 
767 748 453 ; 513 153 377 ; 175 590 156 ; 1017 907 165 ; 617 157 91 ; 
263 339 404 ; 887 229 369 ; 235 256 7 ; 557 444 71 ; 480 590 180 ; 
205 787 401 ; 358 232 212 ; 949 696 309 ; 832 69 296 ; 989 677 122 ; 
305 1021 255 ; 534 346 250 ; 791 881 281 ; 211 416 324 ; 801 192 45 ; 
565 465 154 ; 797 482 207 ; 470 1011 265 ; 539 692 30 ; 192 366 151 ; 
189 657 400 ; 535 187 305 ; 393 604 112 ; 809 233 475 ; 1002 418 430 ; 
443 60 367 ; 925 931 240 ; 913 113 278 ; 581 243 432 ; 947 182 71 ; 
580 87 140 ; 767 296 41 ; 347 16 497 ; 580 527 14 ; 999 225 163 ; 
35 725 329 ; 967 765 61 ; 56 579 274 ; 299 863 427 ; 482 663 20 ; 
569 655 175 ; 865 836 147 ; 882 529 38 ; 385 615 278 ; 611 487 246 ; 
312 336 137 ; 53 629 105 ; 633 824 60 ; 472 907 120 ; 111 548 463 ; 
766 111 297 ; 579 255 318 ; 84 141 332 ; 700 375 6 ; 163 166 463 ; 
499 955 134 ; 105 756 442 ; 929 500 276 ; 812 300 265 ; 336 400 489 ; 
448 981 77 ; 703 84 167 ; 844 52 450 ; 196 902 275 ; 362 89 7 ; 
293 912 458 ; 26 1022 161 ; 526 162 30 ; 827 959 487 ; 203 181 16 ; 
160 538 284 ; 244 637 320 ; 296 292 327 ; 174 31 140 ; 264 470 388 ; 
152 48 170 ; 150 125 475 ; 313 308 205 ; 248 395 328 ; 429 271 259 ; 
967 484 166 ; 581 120 346 ; 873 460 267 ; 904 620 315 ; 350 976 146 ; 
398 670 222 ; 523 657 382 ; 831 671 68 ; 203 187 57 ; 474 530 114 ; 
958 52 79 ; 55 758 383 ; 515 685 192 ; 111 909 457 ; 63 283 305 ; 
733 945 243 ; 366 735 229 ; 13 675 276 ; 200 929 268 ; 730 407 395 ; 
782 314 469 ; 517 165 276 ; 178 597 191 ; 63 878 190 ; 346 15 265 ; 
267 526 452 ; 1002 411 125 ; 654 820 111 ; 559 12 265 ; 966 431 265 ; 
256 300 372 ; 422 104 250 ; 1019 987 99 ; 874 337 38 ; 889 822 29 ; 
392 346 424 ; 803 603 443 ; 599 203 322 ; 611 840 128 ; 18 653 123 ; 
319 173 69 ; 423 476 249 ; 387 271 399 ; 724 245 211 ; 523 283 493 ; 
869 667 402 ; 449 294 182 ; 652 924 210 ; 468 160 465 ; 97 979 69 ; 
271 716 63 ; 747 710 270 ; 1018 101 466 ; 240 512 45 ; 523 773 197 ; 
166 900 40 ; 460 394 26 ; 361 692 483 ; 521 566 171 ; 477 27 207 ; 
169 530 356 ; 879 329 343 ; 981 551 66 ; 469 136 329 ; 219 445 169 ; 
95 254 468 ; 489 932 354 ; 158 11 418 ; 724 766 335 ; 751 965 233 ; 
257 237 438 ; 586 805 167 ; 113 71 23 ; 249 356 404 ; 695 881 373 ; 
949 905 72 ; 857 71 107 ; 868 722 309 ; 610 709 239 ; 551 194 363 ; 
788 156 454 ; 569 288 75 ; 641 275 146 ; 997 219 187 ; 855 632 41 ; 
736 241 256 ; 808 968 77 ; 506 137 326 ; 191 488 190 ; 386 539 340 ; 
542 317 187 ; 830 353 87 ; 81 975 385 ; 300 686 498 ; 933 647 255 ; 
150 279 326 ; 94 860 179 ; 232 250 19 ; 720 508 413 ; 236 352 48 ; 
553 747 10 ; 906 907 237 ; 857 612 395 ; 520 958 213 ; 143 253 93 ; 
423 404 410 ; 259 267 440 ; 510 938 291 ; 1018 67 271 ; 347 411 471 ; 
70 118 107 ; 977 367 133 ; 565 422 123 ; 499 559 429 ; 753 997 237 ; 
133 319 88 ; 400 816 91 ; 314 383 175 ; 381 182 313 ; 792 701 47 ; 
910 433 70 ; 253 718 217 ; 676 885 278 ; 211 886 140 ; 184 383 151 ; 
504 24 420 ; 296 87 273 ; 679 410 389 ; 861 219 491 ; 538 23 140 ; 
971 173 237 ; 665 394 495 ; 527 569 153 ; 389 285 105 ; 773 500 416 ; 
797 445 33 ; 884 522 217 ; 271 1000 409 ; 490 767 252 ; 513 916 369 ; 
687 833 231 ; 57 636 447 ; 626 693 352 ; 911 402 219 ; 388 323 329 ; 
833 428 418 ; 331 13 427 ; 307 918 299 ; 51 454 210 ; 967 851 473 ; 
776 762 338 ; 388 621 25 ; 58 122 103 ; 460 149 201 ; 783 566 165 ; 
187 732 145 ; 200 671 414 ; 94 471 245 ; 548 541 381 ; 375 78 16 ; 
114 129 87 ; 735 866 387 ; 857 637 59 ; 1007 11 109 ; 549 296 142 ; 
258 969 221 ; 929 427 437 ; 376 216 153 ; 918 313 280 ; 996 461 420 ; 
101 552 92 ; 968 395 230 ; 581 627 429 ; 592 916 395 ; 888 642 346 ; 
833 128 463 ; 236 825 165 ; 453 698 379 ; 766 666 459 ; 204 159 265 ; 
756 27 122 ; 128 9 219 ; 755 726 231 ; 647 253 465 ; 266 787 269 ; 
394 847 162 ; 195 140 139 ; 893 363 116 ; 536 963 337 ; 695 432 35 ; 
722 898 79 ; 731 442 56 ; 433 953 0 ; 687 1022 27 ; 450 660 394 ; 
273 162 244 ; 414 497 150 ; 777 45 401 ; 716 46 299 ; 125 814 475 ; 
1023 761 350 ; 441 441 368 ; 371 249 407 ; 369 812 100 ; 5 999 491 ; 
167 427 278 ; 665 250 275 ; 710 267 149 ; 757 154 279 ; 547 577 123 ; 
284 671 152 ; 726 463 488 ; 975 986 201 ; 764 919 376 ; 739 514 274 ; 
142 560 219 ; 392 880 171 ; 660 589 472 ; 814 52 386 ; 368 232 455 ; 
15 536 214 ; 479 840 447 ; 441 562 5 ; 336 654 92 ; 851 92 236 ; 
387 560 183 ; 243 171 30 ; 833 447 278 ; 885 409 126 ; 93 105 429 ; 
630 347 309 ; 446 874 320 ; 1008 79 479 ; 639 260 45 ; 731 180 117 ; 
267 840 40 ; 438 618 92 ; 885 788 399 ; 271 595 464 ; 376 192 214 ; 
723 157 475 ; 574 137 253 ; 653 597 184 ; 913 474 172 ; 70 687 95 ; 
910 728 227 ; 504 132 138 ; 268 803 353 ; 863 260 490 ; 31 602 141 ; 
188 13 409 ; 326 55 213 ; 923 543 499 ; 373 1015 272 ; 36 79 126 ; 
764 898 0 ; 896 960 226 ; 676 437 38 ; 936 800 214 ; 514 409 382 ; 
527 395 173 ; 582 80 398 ; 101 339 228 ; 93 227 143 ; 172 5 40 ; 
46 877 36 ; 1006 611 25 ; 420 849 245 ; 196 332 449 ; 605 678 101 ; 
1000 31 267 ; 56 597 423 ; 395 465 173 ; 623 232 203 ; 628 372 184 ; 
482 549 64 ; 69 466 218 ; 919 255 488 ; 227 721 80 ; 905 74 132 ; 
936 966 138 ; 510 337 358 ; 975 290 7 ; 184 345 230 ; 556 493 5 ; 
81 813 458 ; 547 155 236 ; 803 504 417 ; 500 248 40 ; 574 189 23 ; 
516 735 44 ; 853 233 333 ; 120 812 287 ; 465 763 486 ; 959 312 426 ; 
748 490 295 ; 904 126 184 ; 384 856 120 ; 632 456 495 ; 821 284 315 ; 
532 1016 329 ; 766 637 306 ; 554 768 371 ; 293 851 495 ; 606 93 233 ; 
72 916 472 ; 199 797 72 ; 31 201 104 ; 487 408 260 ; 771 91 269 ; 
764 348 114 ; 377 98 435 ; 122 702 441 ; 973 401 139 ; 42 566 113 ; 
959 666 367 ; 732 491 63 ; 933 195 86 ; 317 284 353 ; 408 1005 461 ; 
756 499 228 ; 855 526 404 ; 533 295 322 ; 934 619 268 ; 477 212 81 ; 
119 411 187 ; 610 682 86 ; 806 129 110 ; 66 630 231 ; 47 595 444 ; 
546 308 268 ; 49 784 181 ; 344 614 192 ; 963 566 173 ; 151 467 119 ; 
562 411 116 ; 221 289 136 ; 350 900 250 ; 980 395 268 ; 552 208 98 ; 
860 428 213 ; 620 381 228 ; 211 165 281 ; 777 482 313 ; 221 710 465 ; 
632 390 200 ; 921 190 387 ; 797 601 292 ; 169 793 150 ; 377 28 18 ; 
805 333 6 ; 163 161 46 ; 328 38 43 ; 811 260 318 ; 497 421 491 ; 
887 733 144 ; 54 584 316 ; 655 656 446 ; 424 54 143 ; 452 433 140 ; 
786 339 85 ; 947 82 395 ; 986 445 454 ; 222 1019 454 ; 643 322 421 ; 
352 871 474 ; 937 3 230 ; 569 57 176 ; 624 909 211 ; 33 905 307 ; 
372 255 212 ; 454 410 342 ; 899 728 277 ; 894 350 447 ; 193 784 369 ; 
40 690 8 ; 43 460 213 ; 101 284 426 ; 1010 763 87 ; 891 643 199 ; 
122 975 280 ; 532 45 41 ; 236 62 323 ; 587 42 375 ; 347 243 161 ; 
13 64 378 ; 474 237 170 ; 758 323 354 ; 498 978 375 ; 117 210 229 ; 
68 498 260 ; 113 135 351 ; 175 227 247 ; 217 194 256 ; 461 31 479 ; 
525 62 190 ; 762 132 67 ; 61 246 489 ; 15 461 484 ; 225 662 262 ; 
724 731 131 ; 859 922 303 ; 62 621 324 ; 256 557 471 ; 288 56 193 ; 
350 926 358 ; 482 786 327 ; 729 95 165 ; 166 163 446 ; 829 729 461 ; 
536 388 59 ; 434 115 223 ; 31 979 142 ; 589 995 345 ; 645 204 1 ; 
548 898 329 ; 310 69 207 ; 405 2 306 ; 569 1020 183 ; 274 5 9 ; 
663 240 218 ; 778 175 70 ; 734 970 268 ; 705 803 60 ; 909 892 201 ; 
783 246 22 ; 852 973 362 ; 854 135 492 ; 850 26 254 ; 855 84 279 ; 
72 970 181 ; 247 345 92 ; 193 153 19 ; 996 1017 285 ; 865 422 214 ; 
87 473 147 ; 36 47 442 ; 172 956 482 ; 198 222 80 ; 282 57 34 ; 
229 166 305 ; 574 939 305 ; 727 442 461 ; 721 679 62 ; 119 597 455 ; 
592 400 344 ; 640 986 411 ; 572 376 159 ; 794 620 451 ; 851 690 470 ; 
1017 591 224 ; 932 565 81 ; 350 786 167 ; 5 176 251 ; 602 563 96 ; 
1002 791 199 ; 964 82 140 ; 316 434 280 ; 936 957 260 ; 602 655 390 ; 
170 636 245 ; 735 845 210 ; 497 605 379 ; 673 68 473 ; 213 252 427 ; 
1004 555 305 ; 63 427 108 ; 497 939 424 ; 430 999 441 ; 62 829 237 ; 
698 486 348 ; 519 137 78 ; 100 720 437 ; 168 629 34 ; 420 544 431 ; 
976 38 288 ; 379 534 449 ; 295 970 324 ; 270 699 425 ; 76 341 203 ; 
562 585 185 ; 699 999 391 ; 395 100 107 ; 1 722 147 ; 545 993 320 ; 
583 454 220 ; 93 919 196 ; 40 423 92 ; 739 424 39 ; 56 855 445 ; 
641 325 53 ; 616 492 312 ; 716 155 79 ; 414 943 87 ; 384 875 160 ; 
838 203 225 ; 733 508 293 ; 132 168 266 ; 556 123 126 ; 387 348 314 ; 
712 650 418 ; 181 490 436 ; 336 5 148 ; 255 940 493 ; 106 852 3 ; 
310 286 463 ; 818 303 13 ; 986 413 102 ; 85 564 406 ; 433 430 146 ; 
59 352 230 ; 549 916 194 ; 555 49 283 ; 471 922 400 ; 300 161 395 ; 
586 809 294 ; 889 246 464 ; 278 417 102 ; 842 719 356 ; 248 554 209 ; 
601 776 162 ; 493 686 418 ; 542 778 491 ; 440 182 258 ; 602 865 362 ; 
387 631 462 ; 633 707 284 ; 26 577 325 ; 746 409 499 ; 276 326 286 ; 
28 677 54 ; 714 63 19 ; 468 1022 321 ; 650 489 255 ; 492 427 20 ; 
99 665 266 ; 807 465 309 ; 360 130 14 ; 770 73 337 ; 72 859 331 ; 
749 870 347 ; 812 457 467 ; 811 538 33 ; 276 138 34 ; 703 178 16 ; 
344 820 80 ; 809 825 168 ; 939 439 447 ; 1012 80 167 ; 848 467 389 ; 
694 106 470 ; 127 797 275 ; 666 155 224 ; 804 1005 307 ; 982 457 487 ; 
778 402 274 ; 579 446 482 ; 1018 273 99 ; 75 460 98 ; 542 394 330 ; 
